method,h,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,Recovery@200(MAE)_mean,Recovery@200(MAE)_std
DriftRPL,1,0.9297355187601952,,1.1528813732583705,,1.0706116757962585,,1.0592255127526293,
OnlineSGD,1,0.6536981270881742,,0.8441933726592586,,0.8449747486898846,,0.7401599561117181,
PHResetSGD,1,0.6898704098616384,,0.9027666515212812,,0.8618603423958082,,0.8125818727716396,
ReservoirReplay,1,0.7168980088148713,,0.949802019883858,,0.8769948118817568,,0.8842317524816317,
SlidingWindowSGD,1,0.5822991368784353,,0.8025675919230587,,0.7636103751038184,,0.7814455899538879,
Static,1,1.5513324392549197,,2.212138643472551,,1.8262418252303154,,1.651555322507076,
UniformReplay,1,0.5982536107209714,,0.8463630869677576,,0.7736575849062491,,0.8710018680371869,
