experiment_id,method,mode,model,seed,h,L,MAE,RMSE,sMAPE,Recovery@200(MAE),buffer_M,steps_K,batch_B,lr,warmup,window_W,tau,alpha,beta,eps,loss_ema,ph_delta,ph_lam,ph_alpha,reset_warmup,run_dir
exp_0009_20251213_161922,Static,static,gru,0,1,64,1.5513324392549197,2.212138643472551,1.8262418252303154,1.651555322507076,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\Static
exp_0009_20251213_161922,OnlineSGD,online_sgd,gru,0,1,64,0.6536981270881742,0.8441933726592586,0.8449747486898846,0.7401599561117181,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\OnlineSGD
exp_0009_20251213_161922,SlidingWindowSGD,sliding_window_sgd,gru,0,1,64,0.5822991368784353,0.8025675919230587,0.7636103751038184,0.7814455899538879,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\SlidingWindowSGD
exp_0009_20251213_161922,PHResetSGD,ph_reset_sgd,gru,0,1,64,0.6898704098616384,0.9027666515212812,0.8618603423958082,0.8125818727716396,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\PHResetSGD
exp_0009_20251213_161922,UniformReplay,uniform_replay,gru,0,1,64,0.5982536107209714,0.8463630869677576,0.7736575849062491,0.8710018680371869,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\UniformReplay
exp_0009_20251213_161922,ReservoirReplay,reservoir_replay,gru,0,1,64,0.7168980088148713,0.949802019883858,0.8769948118817568,0.8842317524816317,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\ReservoirReplay
exp_0009_20251213_161922,DriftRPL,driftrpl,gru,0,1,64,0.9297355187601952,1.1528813732583705,1.0706116757962585,1.0592255127526293,128,4,32,0.0001,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0009_20251213_161922\runs\seed0\h1\DriftRPL
