rank,method,h,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,Recovery@200(MAE)_mean,Recovery@200(MAE)_std
1,SlidingWindowSGD,1,0.5314837875640084,,0.706051272323657,,0.7297239526601806,,0.6550544010511075,
2,UniformReplay,1,0.5458747534572967,,0.7139040929914051,,0.7477243359187686,,0.6496724260503834,
3,OnlineSGD,1,0.6332133346200431,,0.8283896073645464,,0.8043606583957408,,0.7799124861710297,
4,PHResetSGD,1,0.6356483637466565,,0.8386508330635178,,0.8095772599491082,,0.8055936710831302,
5,DriftRPL,1,0.744947868361491,,0.9518807041118021,,0.9692748110923217,,0.8170646991360411,
6,ReservoirReplay,1,0.7495513217147404,,0.9917617745929624,,0.8662625272993345,,0.9467938873252424,
7,Static,1,1.5513324392549197,,2.212138643472551,,1.8262418252303154,,1.651555322507076,
