experiment_id,method,mode,model,seed,h,L,MAE,RMSE,sMAPE,Recovery@200(MAE),buffer_M,steps_K,batch_B,lr,warmup,window_W,tau,alpha,beta,eps,loss_ema,ph_delta,ph_lam,ph_alpha,reset_warmup,run_dir
exp_0010_20251213_162547,Static,static,gru,0,1,64,1.5513324392549197,2.212138643472551,1.8262418252303154,1.651555322507076,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\Static
exp_0010_20251213_162547,OnlineSGD,online_sgd,gru,0,1,64,0.6332133346200431,0.8283896073645464,0.8043606583957408,0.7799124861710297,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\OnlineSGD
exp_0010_20251213_162547,SlidingWindowSGD,sliding_window_sgd,gru,0,1,64,0.5314837875640084,0.706051272323657,0.7297239526601806,0.6550544010511075,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\SlidingWindowSGD
exp_0010_20251213_162547,PHResetSGD,ph_reset_sgd,gru,0,1,64,0.6356483637466565,0.8386508330635178,0.8095772599491082,0.8055936710831302,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\PHResetSGD
exp_0010_20251213_162547,UniformReplay,uniform_replay,gru,0,1,64,0.5317315281931806,0.7160247189436254,0.726942787239363,0.7046292163714243,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\UniformReplay
exp_0010_20251213_162547,ReservoirReplay,reservoir_replay,gru,0,1,64,0.6222261404388674,0.8344342403814934,0.7911354042863726,0.8650885659420455,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\ReservoirReplay
exp_0010_20251213_162547,DriftRPL,driftrpl,gru,0,1,64,0.744947868361491,0.9518807041118021,0.9692748110923217,0.8170646991360411,512,4,32,0.0003,200,256,2.5,0.8,0.1,0.001,0.01,0.005,30.0,0.99,50,outputs_ai_paper\exp_0010_20251213_162547\runs\seed0\h1\DriftRPL
