method,h,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,Recovery@200(MAE)_mean,Recovery@200(MAE)_std
DriftRPL,1,0.7518911180077609,,0.9664383395652536,,0.9491422519423114,,0.8904449752288347,
OnlineSGD,1,0.6332133346200431,,0.8283896073645464,,0.8043606583957408,,0.7799124861710297,
PHResetSGD,1,0.6356483637466565,,0.8386508330635178,,0.8095772599491082,,0.8055936710831302,
ReservoirReplay,1,0.7483848820868125,,0.9951282810644871,,0.8748191436866939,,0.9019750185959564,
SlidingWindowSGD,1,0.5884060445947065,,0.8134250325556103,,0.7734434994959781,,0.783496766341239,
Static,1,1.5513324392549197,,2.212138643472551,,1.8262418252303154,,1.651555322507076,
UniformReplay,1,0.5890038487451001,,0.8175837658606365,,0.772953477962061,,0.7819475311472489,
